departamento,provincia,distrito,latitud,longitud,ubigeo
CUSCO,LA CONVENCION,VILLA VIRGEN,-13.002777777777778,-73.51277777777777,080912
CUSCO,PARURO,ACCHA,-13.971111111111112,-71.83138888888888,081002
CUSCO,PARURO,CCAPI,-13.853055555555555,-72.0825,081003
CUSCO,PARURO,COLCHA,-13.851944444444444,-71.80333333333333,081004
CUSCO,PARURO,HUANOQUITE,-13.681944444444444,-72.01805555555555,081005
CUSCO,PARURO,OMACHA,-14.069444444444445,-71.73805555555556,081006
CUSCO,PARURO,PACCARITAMBO,-13.756388888888889,-71.95666666666666,081007
CUSCO,PARURO,PARURO,-13.761666666666667,-71.84777777777778,081001
CUSCO,PARURO,PILLPINTO,-13.95361111111111,-71.76055555555556,081008
CUSCO,PARURO,YAURISQUE,-13.665277777777778,-71.92055555555557,081009
CUSCO,PAUCARTAMBO,CAICAY,-13.597222222222223,-71.69666666666667,081102
CUSCO,PAUCARTAMBO,CHALLABAMBA,-13.215,-71.64861111111112,081103
CUSCO,PAUCARTAMBO,COLQUEPATA,-13.360277777777778,-71.67361111111111,081104
CUSCO,PAUCARTAMBO,HUANCARANI,-13.503333333333334,-71.65444444444445,081105
CUSCO,PAUCARTAMBO,KOSÑIPATA,-12.909444444444444,-71.40333333333334,081106
CUSCO,PAUCARTAMBO,PAUCARTAMBO,-13.317777777777778,-71.59666666666666,081101
CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,-13.673333333333332,-71.67777777777778,081202
CUSCO,QUISPICANCHI,CAMANTI,-13.231388888888889,-70.75444444444445,081203
CUSCO,QUISPICANCHI,CCARHUAYO,-13.595277777777778,-71.39972222222222,081204
CUSCO,QUISPICANCHI,CCATCA,-13.605277777777777,-71.56361111111111,081205
CUSCO,QUISPICANCHI,CUSIPATA,-13.906944444444445,-71.5025,081206
CUSCO,QUISPICANCHI,HUARO,-13.690277777777778,-71.64027777777778,081207
CUSCO,QUISPICANCHI,LUCRE,-13.633888888888889,-71.73666666666666,081208
CUSCO,QUISPICANCHI,MARCAPATA,-13.591666666666667,-70.97500000000001,081209
CUSCO,QUISPICANCHI,OCONGATE,-13.626666666666667,-71.38833333333334,081210
CUSCO,QUISPICANCHI,OROPESA,-13.594444444444445,-71.76305555555555,081211
CUSCO,QUISPICANCHI,QUIQUIJANA,-13.8225,-71.5425,081212
CUSCO,QUISPICANCHI,URCOS,-13.687777777777779,-71.62527777777777,081201
CUSCO,URUBAMBA,CHINCHERO,-13.391944444444444,-72.04888888888888,081302
CUSCO,URUBAMBA,HUAYLLABAMBA,-13.338055555555556,-72.065,081303
CUSCO,URUBAMBA,MACHUPICCHU,-13.154166666666667,-72.52555555555556,081304
CUSCO,URUBAMBA,MARAS,-13.3325,-72.1563888888889,081305
CUSCO,URUBAMBA,OLLANTAYTAMBO,-13.258888888888889,-72.26333333333334,081306
CUSCO,URUBAMBA,URUBAMBA,-13.305555555555557,-72.11611111111111,081301
CUSCO,URUBAMBA,YUCAY,-13.321666666666667,-72.08388888888888,081307
HUANCAVELICA,ACOBAMBA,ACOBAMBA,-12.843055555555557,-74.56916666666666,090201
HUANCAVELICA,ACOBAMBA,ANDABAMBA,-12.693611111111112,-74.62333333333332,090202
HUANCAVELICA,ACOBAMBA,ANTA,-12.812222222222223,-74.63833333333334,090203
HUANCAVELICA,ACOBAMBA,CAJA,-12.917222222222222,-74.46583333333334,090204
HUANCAVELICA,ACOBAMBA,MARCAS,-12.890277777777778,-74.39805555555556,090205
HUANCAVELICA,ACOBAMBA,PAUCARA,-12.729722222222222,-74.66638888888889,090206
HUANCAVELICA,ACOBAMBA,POMACOCHA,-12.873888888888889,-74.53166666666667,090207
HUANCAVELICA,ACOBAMBA,ROSARIO,-12.720833333333333,-74.5825,090208
HUANCAVELICA,ANGARAES,ANCHONGA,-12.913055555555555,-74.6913888888889,090302
HUANCAVELICA,ANGARAES,CALLANMARCA,-12.866666666666667,-74.62333333333332,090303
HUANCAVELICA,ANGARAES,CCOCHACCASA,-12.925277777777778,-74.77027777777778,090304
HUANCAVELICA,ANGARAES,CHINCHO,-12.972777777777777,-74.36722222222221,090305
HUANCAVELICA,ANGARAES,CONGALLA,-12.955833333333333,-74.49222222222222,090306
HUANCAVELICA,ANGARAES,HUANCA-HUANCA,-12.91861111111111,-74.61,090307
HUANCAVELICA,ANGARAES,HUAYLLAY GRANDE,-12.942777777777778,-74.70166666666667,090308
HUANCAVELICA,ANGARAES,JULCAMARCA,-13.014722222222222,-74.44444444444444,090309
HUANCAVELICA,ANGARAES,LIRCAY,-12.982777777777779,-74.71833333333333,090301
HUANCAVELICA,ANGARAES,SAN ANTONIO DE ANTAPARCO,-13.07611111111111,-74.41166666666668,090310
HUANCAVELICA,ANGARAES,SANTO TOMAS DE PATA,-13.113055555555555,-74.41888888888889,090311
HUANCAVELICA,ANGARAES,SECCLLA,-13.051111111111112,-74.48361111111112,090312
HUANCAVELICA,CASTROVIRREYNA,ARMA,-13.12638888888889,-75.54194444444444,090402
HUANCAVELICA,CASTROVIRREYNA,AURAHUA,-13.034722222222221,-75.57027777777778,090403
HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,-13.293055555555556,-75.5425,090404
HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,-13.283333333333335,-75.31833333333333,090401
HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,-13.037222222222223,-75.60833333333333,090405
HUANCAVELICA,CASTROVIRREYNA,COCAS,-13.275833333333335,-75.37277777777777,090406
HUANCAVELICA,CASTROVIRREYNA,HUACHOS,-13.219722222222222,-75.53388888888888,090407
HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,-13.094444444444445,-75.67722222222223,090408
HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,-13.311388888888889,-75.41000000000001,090409
HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,-13.203888888888889,-75.63444444444445,090410
HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,-13.071944444444444,-75.14027777777778,090411
HUANCAVELICA,CASTROVIRREYNA,TANTARA,-13.074166666666667,-75.64472222222223,090412
HUANCAVELICA,CASTROVIRREYNA,TICRAPO,-13.3825,-75.4325,090413
HUANCAVELICA,CHURCAMPA,ANCO,-12.6825,-74.58722222222222,090502
HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,-12.516944444444444,-74.54583333333333,090503
HUANCAVELICA,CHURCAMPA,CHURCAMPA,-12.739166666666666,-74.38722222222223,090501
HUANCAVELICA,CHURCAMPA,COSME,-12.573333333333332,-74.65833333333335,090511
HUANCAVELICA,CHURCAMPA,EL CARMEN,-12.726944444444445,-74.48083333333334,090504
HUANCAVELICA,CHURCAMPA,LA MERCED,-12.788055555555555,-74.3586111111111,090505
HUANCAVELICA,CHURCAMPA,LOCROJA,-12.740277777777777,-74.44194444444445,090506
HUANCAVELICA,CHURCAMPA,PACHAMARCA,-12.515555555555556,-74.52666666666667,090510
HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,-12.55388888888889,-74.53194444444445,090507
HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC,-12.805833333333334,-74.39,090508
HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,-12.578055555555554,-74.41166666666668,090509
HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,-12.664444444444445,-75.32416666666666,090102
HUANCAVELICA,HUANCAVELICA,ACORIA,-12.6425,-74.86166666666666,090103
HUANCAVELICA,HUANCAVELICA,ASCENSION,-12.785277777777777,-74.97694444444444,090118
HUANCAVELICA,HUANCAVELICA,CONAYCA,-12.520000000000001,-75.00666666666666,090104
HUANCAVELICA,HUANCAVELICA,CUENCA,-12.433055555555555,-75.03888888888889,090105
HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,-13.031944444444445,-74.94694444444445,090106
HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,-12.786944444444444,-74.9713888888889,090101
HUANCAVELICA,HUANCAVELICA,HUANDO,-12.564166666666667,-74.94777777777779,090119
HUANCAVELICA,HUANCAVELICA,HUAYLLAHUARA,-12.409166666666668,-75.17833333333334,090107
HUANCAVELICA,HUANCAVELICA,IZCUCHACA,-12.5,-74.99777777777778,090108
HUANCAVELICA,HUANCAVELICA,LARIA,-12.561111111111112,-75.03694444444444,090109
HUANCAVELICA,HUANCAVELICA,MANTA,-12.620555555555557,-75.21111111111111,090110
HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES,-12.534444444444444,-74.9325,090111
HUANCAVELICA,HUANCAVELICA,MOYA,-12.423333333333332,-75.1538888888889,090112
HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,-12.595,-75.01972222222223,090113
HUANCAVELICA,HUANCAVELICA,PALCA,-12.656944444444445,-74.98027777777779,090114
HUANCAVELICA,HUANCAVELICA,PILCHACA,-12.401388888888889,-75.08388888888888,090115
HUANCAVELICA,HUANCAVELICA,VILCA,-12.477222222222222,-75.18333333333334,090116
HUANCAVELICA,HUANCAVELICA,YAULI,-12.769166666666667,-74.85083333333333,090117
HUANCAVELICA,HUAYTARA,AYAVI,-13.703055555555554,-75.35111111111111,090602
HUANCAVELICA,HUAYTARA,CORDOVA,-14.040833333333333,-75.185,090603
HUANCAVELICA,HUAYTARA,HUAYACUNDO ARMA,-13.534166666666666,-75.31444444444445,090604
HUANCAVELICA,HUAYTARA,HUAYTARA,-13.604722222222222,-75.35305555555556,090601
HUANCAVELICA,HUAYTARA,LARAMARCA,-13.948611111111111,-75.03555555555555,090605
HUANCAVELICA,HUAYTARA,OCOYO,-14.008055555555556,-75.0225,090606
HUANCAVELICA,HUAYTARA,PILPICHACA,-13.330277777777777,-74.97722222222222,090607
HUANCAVELICA,HUAYTARA,QUERCO,-13.979444444444445,-74.97694444444444,090608
HUANCAVELICA,HUAYTARA,QUITO-ARMA,-13.528611111111111,-75.3275,090609
HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,-13.5025,-75.29333333333334,090610
HUANCAVELICA,HUAYTARA,SAN FRANCISCO DE SANGAYAICO,-13.795277777777777,-75.24916666666667,090611
HUANCAVELICA,HUAYTARA,SAN ISIDRO,-13.956388888888888,-75.23805555555556,090612
HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,-13.825277777777778,-75.2575,090613
HUANCAVELICA,HUAYTARA,SANTIAGO DE QUIRAHUARA,-14.056111111111111,-74.97638888888889,090614
HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,-13.737222222222222,-75.24361111111111,090615
HUANCAVELICA,HUAYTARA,TAMBO,-13.689444444444444,-75.275,090616
HUANCAVELICA,TAYACAJA,ACOSTAMBO,-12.365555555555556,-75.05499999999999,090702
HUANCAVELICA,TAYACAJA,ACRAQUIA,-12.40638888888889,-74.90111111111112,090703
HUANCAVELICA,TAYACAJA,AHUAYCHA,-12.407777777777778,-74.89111111111112,090704
HUANCAVELICA,TAYACAJA,ANDAYMARCA,-12.315277777777778,-74.63527777777779,090720
HUANCAVELICA,TAYACAJA,COLCABAMBA,-12.409166666666668,-74.67944444444444,090705
HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,-12.389444444444443,-74.85916666666667,090706
HUANCAVELICA,TAYACAJA,HUACHOCOLPA,-12.048333333333334,-74.59472222222222,090707
HUANCAVELICA,TAYACAJA,HUARIBAMBA,-12.279722222222222,-74.93833333333333,090709
HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,-12.329166666666666,-75.06944444444444,090710
HUANCAVELICA,TAYACAJA,PAMPAS,-12.399166666666666,-74.86833333333333,090701
HUANCAVELICA,TAYACAJA,PAZOS,-12.259444444444444,-75.07055555555556,090711
HUANCAVELICA,TAYACAJA,PICHOS,-12.236388888888888,-74.93861111111111,090722
HUANCAVELICA,TAYACAJA,QUICHUAS,-12.4725,-74.7675,090719
HUANCAVELICA,TAYACAJA,QUISHUAR,-12.243611111111111,-74.77722222222222,090713
HUANCAVELICA,TAYACAJA,ROBLE,-12.216666666666667,-74.48972222222223,090721
HUANCAVELICA,TAYACAJA,SALCABAMBA,-12.201666666666666,-74.78055555555555,090714
HUANCAVELICA,TAYACAJA,SALCAHUASI,-12.104166666666666,-74.75166666666667,090715
HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,-12.09388888888889,-74.86388888888888,090716
HUANCAVELICA,TAYACAJA,SANTIAGO DE TUCUMA,-12.314166666666667,-74.89,090723
HUANCAVELICA,TAYACAJA,SURCUBAMBA,-12.116388888888888,-74.63055555555555,090717
HUANCAVELICA,TAYACAJA,TINTAY PUNCU,-12.151944444444444,-74.54444444444444,090718
ICA,CHINCHA,ALTO LARAN,-13.4425,-76.08333333333333,110202
ICA,CHINCHA,CHAVIN,-13.07638888888889,-75.91305555555556,110203
ICA,CHINCHA,CHINCHA ALTA,-13.418333333333333,-76.1325,110201
ICA,CHINCHA,CHINCHA BAJA,-13.459444444444443,-76.16555555555556,110204
ICA,CHINCHA,EL CARMEN,-13.499444444444444,-76.05777777777777,110205
ICA,CHINCHA,GROCIO PRADO,-13.398055555555555,-76.15611111111112,110206
ICA,CHINCHA,PUEBLO NUEVO,-13.404166666666667,-76.1275,110207
ICA,CHINCHA,SAN JUAN DE YANAC,-13.21111111111111,-75.78722222222223,110208
ICA,CHINCHA,SAN PEDRO DE HUACARPANA,-13.049166666666666,-75.64777777777779,110209
ICA,CHINCHA,SUNAMPE,-13.4275,-76.16361111111112,110210
ICA,CHINCHA,TAMBO DE MORA,-13.460555555555555,-76.17666666666668,110211
ICA,ICA,ICA,-14.063611111111111,-75.72916666666667,110101
ICA,ICA,LA TINGUIÑA,-14.033333333333333,-75.71055555555556,110102
ICA,ICA,LOS AQUIJES,-14.096388888888889,-75.69055555555556,110103
ICA,ICA,OCUCAJE,-14.346666666666668,-75.67222222222223,110104
ICA,ICA,PACHACUTEC,-14.151944444444444,-75.69194444444445,110105
ICA,ICA,PARCONA,-14.05388888888889,-75.68555555555555,110106
ICA,ICA,PUEBLO NUEVO,-14.127222222222223,-75.70583333333333,110107
ICA,ICA,SALAS,-13.985833333333332,-75.77222222222223,110108
ICA,ICA,SAN JOSE DE LOS MOLINOS,-13.933055555555555,-75.67083333333333,110109
ICA,ICA,SAN JUAN BAUTISTA,-14.011388888888888,-75.73527777777778,110110
ICA,ICA,SANTIAGO,-14.185833333333333,-75.71444444444445,110111
ICA,ICA,SUBTANJALLA,-14.018611111111111,-75.75805555555556,110112
ICA,ICA,TATE,-14.155833333333334,-75.70805555555556,110113
ICA,ICA,YAUCA DEL ROSARIO,-14.09888888888889,-75.47694444444444,110114
ICA,NASCA,CHANGUILLO,-14.664722222222222,-75.2225,110302
ICA,NASCA,EL INGENIO,-14.645277777777777,-75.05833333333334,110303
ICA,NASCA,MARCONA,-15.361944444444443,-75.16583333333334,110304
ICA,NASCA,NASCA,-14.826944444444445,-74.93722222222223,110301
ICA,NASCA,VISTA ALEGRE,-14.845833333333333,-74.94388888888889,110305
ICA,PALPA,LLIPATA,-14.563333333333334,-75.2075,110402
ICA,PALPA,PALPA,-14.533888888888889,-75.185,110401
ICA,PALPA,RIO GRANDE,-14.520000000000001,-75.20111111111112,110403
ICA,PALPA,SANTA CRUZ,-14.483333333333334,-75.24555555555555,110404
ICA,PALPA,TIBILLO,-14.09388888888889,-75.17166666666667,110405
ICA,PISCO,HUANCANO,-13.600833333333332,-75.61861111111111,110502
ICA,PISCO,HUMAY,-13.722777777777777,-75.88666666666667,110503
ICA,PISCO,INDEPENDENCIA,-13.693888888888889,-76.02472222222222,110504
ICA,PISCO,PARACAS,-13.83888888888889,-76.25194444444445,110505
ICA,PISCO,PISCO,-13.709999999999999,-76.20166666666667,110501
ICA,PISCO,SAN ANDRES,-13.731388888888889,-76.22333333333333,110506
ICA,PISCO,SAN CLEMENTE,-13.680277777777777,-76.15694444444445,110507
ICA,PISCO,TUPAC AMARU INCA,-13.713333333333333,-76.14833333333334,110508
MADRE DE DIOS,MANU,FITZCARRALD,-12.265277777777778,-70.91000000000001,170202
MADRE DE DIOS,MANU,HUEPETUHE,-12.993611111111111,-70.52722222222222,170204
MADRE DE DIOS,MANU,MADRE DE DIOS,-12.618611111111111,-70.39416666666668,170203
MADRE DE DIOS,MANU,MANU,-12.837222222222223,-71.36527777777778,170201
MADRE DE DIOS,TAHUAMANU,IBERIA,-11.410833333333334,-69.48694444444445,170302
MADRE DE DIOS,TAHUAMANU,IÑAPARI,-10.945,-69.57666666666667,170301
MADRE DE DIOS,TAHUAMANU,TAHUAMANU,-11.454722222222221,-69.32138888888889,170303
MADRE DE DIOS,TAMBOPATA,INAMBARI,-13.101388888888888,-70.37166666666666,170102
MADRE DE DIOS,TAMBOPATA,LABERINTO,-12.717222222222222,-69.58666666666666,170104
MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,-12.279166666666667,-69.15027777777779,170103
MADRE DE DIOS,TAMBOPATA,TAMBOPATA,-12.593611111111112,-69.17666666666668,170101
MOQUEGUA,GENERAL SANCHEZ CERRO,CHOJATA,-16.388333333333332,-70.73027777777779,180202
MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,-16.648888888888887,-71.02166666666666,180203
MOQUEGUA,GENERAL SANCHEZ CERRO,ICHUÑA,-16.140555555555554,-70.53555555555555,180204
MOQUEGUA,GENERAL SANCHEZ CERRO,LA CAPILLA,-16.756666666666668,-71.17916666666667,180205
MOQUEGUA,GENERAL SANCHEZ CERRO,LLOQUE,-16.323888888888888,-70.73861111111111,180206
MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,-16.481111111111108,-70.82666666666667,180207
MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,-16.67361111111111,-70.97055555555556,180201
MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,-16.62527777777778,-71.18388888888889,180208
MOQUEGUA,GENERAL SANCHEZ CERRO,QUINISTAQUILLAS,-16.74888888888889,-70.88027777777778,180209
MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,-16.386666666666667,-70.85555555555555,180210
MOQUEGUA,GENERAL SANCHEZ CERRO,YUNGA,-16.195,-70.67777777777778,180211
MOQUEGUA,ILO,EL ALGARROBAL,-17.622777777777777,-71.26833333333333,180302
MOQUEGUA,ILO,ILO,-17.625,-71.34333333333333,180301
MOQUEGUA,ILO,PACOCHA,-17.610833333333336,-71.34027777777777,180303
MOQUEGUA,MARISCAL NIETO,CARUMAS,-16.809166666666666,-70.69472222222223,180102
MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,-16.750833333333333,-70.68611111111112,180103
MOQUEGUA,MARISCAL NIETO,MOQUEGUA,-17.194166666666668,-70.93333333333334,180101
MOQUEGUA,MARISCAL NIETO,SAMEGUA,-17.182222222222222,-70.90027777777779,180104
MOQUEGUA,MARISCAL NIETO,SAN CRISTOBAL,-16.739166666666666,-70.68333333333334,180105
MOQUEGUA,MARISCAL NIETO,TORATA,-17.076666666666668,-70.84416666666667,180106
PUNO,AZANGARO,ACHAYA,-15.284722222222221,-70.16111111111111,210202
PUNO,AZANGARO,ARAPA,-15.13888888888889,-70.11,210203
PUNO,AZANGARO,ASILLO,-14.786388888888888,-70.3536111111111,210204
PUNO,AZANGARO,AZANGARO,-14.908055555555556,-70.19555555555556,210201
PUNO,AZANGARO,CAMINACA,-15.324722222222222,-70.07277777777777,210205
PUNO,AZANGARO,CHUPA,-15.105833333333333,-69.98722222222223,210206
PUNO,AZANGARO,JOSE DOMINGO CHOQUEHUANCA,-15.033888888888889,-70.33805555555556,210207
PUNO,AZANGARO,MUÑANI,-14.770833333333334,-69.95555555555556,210208
PUNO,AZANGARO,POTONI,-14.389999999999999,-70.10499999999999,210209
PUNO,AZANGARO,SAMAN,-15.291944444444445,-70.01722222222222,210210
PUNO,AZANGARO,SAN ANTON,-14.58388888888889,-70.31722222222221,210211
PUNO,AZANGARO,SAN JOSE,-14.680277777777777,-70.16000000000001,210212
PUNO,AZANGARO,SAN JUAN DE SALINAS,-14.991388888888888,-70.1061111111111,210213
PUNO,AZANGARO,SANTIAGO DE PUPUJA,-15.052777777777779,-70.27805555555555,210214
PUNO,AZANGARO,TIRAPATA,-14.955,-70.40277777777779,210215
PUNO,CARABAYA,AJOYANI,-14.229444444444445,-70.22361111111111,210302
PUNO,CARABAYA,AYAPATA,-13.776666666666667,-70.32277777777777,210303
PUNO,CARABAYA,COASA,-13.989166666666666,-70.01583333333333,210304
PUNO,CARABAYA,CORANI,-13.868611111111111,-70.60444444444444,210305
PUNO,CARABAYA,CRUCERO,-14.361666666666666,-70.02361111111111,210306
PUNO,CARABAYA,ITUATA,-13.87638888888889,-70.21388888888889,210307
PUNO,CARABAYA,MACUSANI,-14.06861111111111,-70.43111111111112,210301
PUNO,CARABAYA,OLLACHEA,-13.793888888888889,-70.4725,210308
PUNO,CARABAYA,SAN GABAN,-13.438333333333334,-70.40277777777779,210309
PUNO,CARABAYA,USICAYOS,-14.125277777777779,-69.9675,210310
PUNO,CHUCUITO,DESAGUADERO,-16.564444444444444,-69.03944444444444,210402
PUNO,CHUCUITO,HUACULLANI,-16.630555555555556,-69.32194444444444,210403
PUNO,CHUCUITO,JULI,-16.212777777777777,-69.45944444444444,210401
PUNO,CHUCUITO,KELLUYO,-16.72694444444444,-69.25027777777778,210404
PUNO,CHUCUITO,PISACOMA,-16.90861111111111,-69.37138888888889,210405
PUNO,CHUCUITO,POMATA,-16.27361111111111,-69.29277777777777,210406
PUNO,CHUCUITO,ZEPITA,-16.496944444444445,-69.10333333333332,210407
PUNO,EL COLLAO,CAPAZO,-17.183888888888887,-69.74444444444444,210502
PUNO,EL COLLAO,CONDURIRI,-16.621944444444445,-69.70861111111111,210505
PUNO,EL COLLAO,ILAVE,-16.086944444444445,-69.63805555555557,210501
PUNO,EL COLLAO,PILCUYO,-16.110833333333336,-69.55416666666666,210503
PUNO,EL COLLAO,SANTA ROSA,-16.742222222222225,-69.71666666666667,210504
PUNO,HUANCANE,COJATA,-15.015277777777778,-69.36555555555555,210602
PUNO,HUANCANE,HUANCANE,-15.200833333333332,-69.76777777777778,210601
PUNO,HUANCANE,HUATASANI,-15.059444444444445,-69.80194444444444,210603
PUNO,HUANCANE,INCHUPALLA,-15.009722222222223,-69.68277777777779,210604
PUNO,HUANCANE,PUSI,-15.441944444444445,-69.92972222222222,210605
PUNO,HUANCANE,ROSASPATA,-15.23472222222222,-69.5275,210606
PUNO,HUANCANE,TARACO,-15.297222222222222,-69.97833333333334,210607
PUNO,HUANCANE,VILQUE CHICO,-15.213888888888889,-69.68916666666667,210608
PUNO,LAMPA,CABANILLA,-15.620277777777778,-70.34555555555555,210702
PUNO,LAMPA,CALAPUJA,-15.310555555555556,-70.22166666666666,210703
PUNO,LAMPA,LAMPA,-15.364722222222222,-70.36777777777777,210701
PUNO,LAMPA,NICASIO,-15.235555555555555,-70.2611111111111,210704
PUNO,LAMPA,OCUVIRI,-15.113888888888889,-70.90916666666668,210705
PUNO,LAMPA,PALCA,-15.236944444444443,-70.59805555555555,210706
PUNO,LAMPA,PARATIA,-15.454166666666666,-70.59972222222221,210707
PUNO,LAMPA,PUCARA,-15.041666666666666,-70.36777777777777,210708
PUNO,LAMPA,SANTA LUCIA,-15.699444444444445,-70.60638888888889,210709
PUNO,LAMPA,VILAVILA,-15.188333333333334,-70.66000000000001,210710
PUNO,MELGAR,ANTAUTA,-14.299722222222222,-70.29222222222222,210802
PUNO,MELGAR,AYAVIRI,-14.881666666666668,-70.58944444444444,210801
PUNO,MELGAR,CUPI,-14.905000000000001,-70.86666666666666,210803
PUNO,MELGAR,LLALLI,-14.948055555555555,-70.88055555555555,210804
PUNO,MELGAR,MACARI,-14.771666666666668,-70.90333333333334,210805
PUNO,MELGAR,NUÑOA,-14.476111111111111,-70.6363888888889,210806
PUNO,MELGAR,ORURILLO,-14.727777777777778,-70.51222222222222,210807
PUNO,MELGAR,SANTA ROSA,-14.6075,-70.78777777777778,210808
PUNO,MELGAR,UMACHIRI,-14.85388888888889,-70.7538888888889,210809
PUNO,MOHO,CONIMA,-15.457777777777777,-69.43777777777778,210902
PUNO,MOHO,HUAYRAPATA,-15.321388888888889,-69.3411111111111,210903
PUNO,MOHO,MOHO,-15.360277777777778,-69.49972222222222,210901
PUNO,MOHO,TILALI,-15.515,-69.34805555555555,210904
PUNO,PUNO,ACORA,-15.973611111111111,-69.79777777777778,210102
PUNO,PUNO,AMANTANI,-15.657222222222222,-69.71833333333333,210103
PUNO,PUNO,ATUNCOLLA,-15.688333333333334,-70.1438888888889,210104
PUNO,PUNO,CAPACHICA,-15.641666666666666,-69.83083333333333,210105
PUNO,PUNO,CHUCUITO,-15.89472222222222,-69.88944444444445,210106
PUNO,PUNO,COATA,-15.571388888888889,-69.95055555555555,210107
PUNO,PUNO,HUATA,-15.615,-69.9713888888889,210108
PUNO,PUNO,MAÑAZO,-15.801111111111112,-70.34333333333333,210109
PUNO,PUNO,PAUCARCOLLA,-15.745555555555555,-70.05611111111111,210110
PUNO,PUNO,PICHACANI,-16.15,-70.06333333333333,210111
PUNO,PUNO,PLATERIA,-15.948333333333334,-69.83333333333333,210112
PUNO,PUNO,PUNO,-15.840277777777779,-70.02805555555555,210101
PUNO,PUNO,SAN ANTONIO,-16.140555555555554,-70.34388888888888,210113
PUNO,PUNO,TIQUILLACA,-15.796944444444444,-70.18666666666667,210114
PUNO,PUNO,VILQUE,-15.766666666666667,-70.25888888888889,210115
PUNO,SAN ANTONIO DE PUTINA,ANANEA,-14.67861111111111,-69.535,211002
PUNO,SAN ANTONIO DE PUTINA,PEDRO VILCA APAZA,-15.063611111111111,-69.88166666666666,211003
PUNO,SAN ANTONIO DE PUTINA,PUTINA,-14.914166666666667,-69.86888888888888,211001
PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,-14.893611111111111,-69.73027777777779,211004
PUNO,SAN ANTONIO DE PUTINA,SINA,-14.496666666666666,-69.28027777777778,211005
PUNO,SAN ROMAN,CABANA,-15.649166666666666,-70.32194444444444,211102
PUNO,SAN ROMAN,CABANILLAS,-15.644444444444444,-70.35388888888889,211103
PUNO,SAN ROMAN,CARACOTO,-15.567499999999999,-70.10249999999999,211104
PUNO,SAN ROMAN,JULIACA,-15.483888888888888,-70.13333333333334,211101
PUNO,SAN ROMAN,SAN MIGUEL,-15.460277777777778,-70.12694444444443,211105
PUNO,SANDIA,ALTO INAMBARI,-14.09,-69.24333333333334,211209
PUNO,SANDIA,CUYOCUYO,-14.470277777777778,-69.53722222222223,211202
PUNO,SANDIA,LIMBANI,-14.149722222222222,-69.69055555555556,211203
PUNO,SANDIA,PATAMBUCO,-14.361666666666666,-69.61944444444444,211204
PUNO,SANDIA,PHARA,-14.151944444444444,-69.66527777777779,211205
PUNO,SANDIA,QUIACA,-14.422222222222222,-69.345,211206
PUNO,SANDIA,SAN JUAN DEL ORO,-14.220833333333333,-69.15361111111112,211207
PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,-14.112499999999999,-69.04777777777778,211210
PUNO,SANDIA,SANDIA,-14.322222222222223,-69.46638888888889,211201
PUNO,SANDIA,YANAHUAYA,-14.258611111111112,-69.16944444444445,211208
PUNO,YUNGUYO,ANAPIA,-16.31388888888889,-68.85277777777777,211302
PUNO,YUNGUYO,COPANI,-16.4,-69.04027777777777,211303
PUNO,YUNGUYO,CUTURAPI,-16.270555555555553,-69.17694444444444,211304
PUNO,YUNGUYO,OLLARAYA,-16.21972222222222,-68.99111111111111,211305
PUNO,YUNGUYO,TINICACHI,-16.198611111111113,-68.96166666666667,211306
PUNO,YUNGUYO,UNICACHI,-16.223611111111108,-68.98111111111112,211307
